project_id,sov_line_id,line_number,description,application_number,scheduled_value,previous_billed,this_period,total_billed,pct_complete,pct_manually_adjusted,balance_to_finish
PRJ-2019-103,PRJ-2019-103-SOV-03,3,Ductwork - Fabrication,23,599700,589100,9900,599000,99.9,True,700
PRJ-2019-103,PRJ-2019-103-SOV-04,4,Ductwork - Installation,23,649400,637900,9800,647700,99.7,True,1700
PRJ-2019-103,PRJ-2019-103-SOV-05,5,Piping - Hydronic Systems,23,486900,479000,6700,485700,99.8,True,1200
PRJ-2019-103,PRJ-2019-103-SOV-06,6,Piping - Refrigerant,23,263800,259200,4400,263600,99.9,True,200
PRJ-2019-103,PRJ-2019-103-SOV-07,7,Equipment - RTUs/AHUs,23,746000,733800,10400,744200,99.8,True,1800
PRJ-2019-103,PRJ-2019-103-SOV-08,8,Equipment - Chillers/Boilers,23,642500,631400,9300,640700,99.7,True,1800
PRJ-2019-103,PRJ-2019-103-SOV-09,9,Equipment - Terminal Units (VAV/FCU),23,547500,538400,8000,546400,99.8,False,1100
PRJ-2019-103,PRJ-2019-103-SOV-10,10,Controls - DDC/BAS Installation,23,425700,408400,6600,415000,97.5,True,10700
PRJ-2019-103,PRJ-2019-103-SOV-11,11,Controls - Programming & Commissioning,23,265000,254100,4600,258700,97.6,True,6300
PRJ-2019-103,PRJ-2019-103-SOV-12,12,Insulation,23,270600,259300,4400,263700,97.5,True,6900
PRJ-2019-103,PRJ-2019-103-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",23,213500,204200,4200,208400,97.6,True,5100
PRJ-2019-103,PRJ-2019-103-SOV-14,14,Startup & Commissioning Support,23,136900,130800,2900,133700,97.7,True,3200
PRJ-2019-103,PRJ-2019-103-SOV-15,15,Closeout Documentation & Training,23,77100,73600,1900,75500,97.9,True,1600
PRJ-2019-104,PRJ-2019-104-SOV-01,1,General Conditions & Project Management,10,1211100,1211000,100,1211100,100.0,False,0
PRJ-2019-104,PRJ-2019-104-SOV-02,2,Submittals & Engineering,10,373700,373500,200,373700,100.0,False,0
PRJ-2019-104,PRJ-2019-104-SOV-03,3,Ductwork - Fabrication,11,1244700,1202800,37100,1239900,99.6,True,4800
PRJ-2019-104,PRJ-2019-104-SOV-04,4,Ductwork - Installation,11,1720900,1656000,56900,1712900,99.5,True,8000
PRJ-2019-104,PRJ-2019-104-SOV-05,5,Piping - Hydronic Systems,11,1302400,1258000,42300,1300300,99.8,True,2100
PRJ-2019-104,PRJ-2019-104-SOV-06,6,Piping - Refrigerant,11,857100,825600,29900,855500,99.8,True,1600
PRJ-2019-104,PRJ-2019-104-SOV-07,7,Equipment - RTUs/AHUs,11,2057900,1984200,62600,2046800,99.5,True,11100
PRJ-2019-104,PRJ-2019-104-SOV-08,8,Equipment - Chillers/Boilers,11,1131300,1092100,33100,1125200,99.5,True,6100
PRJ-2019-104,PRJ-2019-104-SOV-09,9,Equipment - Terminal Units (VAV/FCU),11,992700,958500,30900,989400,99.7,True,3300
PRJ-2019-104,PRJ-2019-104-SOV-10,10,Controls - DDC/BAS Installation,11,1028000,960200,40200,1000400,97.3,True,27600
PRJ-2019-104,PRJ-2019-104-SOV-11,11,Controls - Programming & Commissioning,11,683300,640700,23400,664100,97.2,False,19200
PRJ-2019-104,PRJ-2019-104-SOV-12,12,Insulation,11,762800,712900,28600,741500,97.2,False,21300
PRJ-2019-104,PRJ-2019-104-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",11,501100,467400,21400,488800,97.5,True,12300
PRJ-2019-104,PRJ-2019-104-SOV-14,14,Startup & Commissioning Support,11,335000,312400,14100,326500,97.5,True,8500
PRJ-2019-104,PRJ-2019-104-SOV-15,15,Closeout Documentation & Training,11,194000,180300,8800,189100,97.5,True,4900
PRJ-2019-105,PRJ-2019-105-SOV-01,1,General Conditions & Project Management,9,1081600,1081500,100,1081600,100.0,False,0
PRJ-2019-105,PRJ-2019-105-SOV-02,2,Submittals & Engineering,8,346600,346500,100,346600,100.0,False,0
PRJ-2019-105,PRJ-2019-105-SOV-03,3,Ductwork - Fabrication,9,1196200,1142800,51600,1194400,99.8,True,1800
PRJ-2019-105,PRJ-2019-105-SOV-04,4,Ductwork - Installation,9,1552700,1480700,65400,1546100,99.6,True,6600
PRJ-2019-105,PRJ-2019-105-SOV-05,5,Piping - Hydronic Systems,9,1127300,1070200,54700,1124900,99.8,True,2400
PRJ-2019-105,PRJ-2019-105-SOV-06,6,Piping - Refrigerant,9,872900,834900,35000,869900,99.7,True,3000
PRJ-2019-105,PRJ-2019-105-SOV-07,7,Equipment - RTUs/AHUs,9,2103000,1993700,107400,2101100,99.9,False,1900
PRJ-2019-105,PRJ-2019-105-SOV-08,8,Equipment - Chillers/Boilers,9,1652300,1575600,69600,1645200,99.6,True,7100
PRJ-2019-105,PRJ-2019-105-SOV-09,9,Equipment - Terminal Units (VAV/FCU),9,1223900,1166900,54400,1221300,99.8,True,2600
PRJ-2019-105,PRJ-2019-105-SOV-10,10,Controls - DDC/BAS Installation,9,888700,814500,46500,861000,96.9,True,27700
PRJ-2019-105,PRJ-2019-105-SOV-11,11,Controls - Programming & Commissioning,9,563000,520200,28600,548800,97.5,True,14200
PRJ-2019-105,PRJ-2019-105-SOV-12,12,Insulation,9,729600,677300,35000,712300,97.6,True,17300
PRJ-2019-105,PRJ-2019-105-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",9,444300,405500,27600,433100,97.5,True,11200
PRJ-2019-105,PRJ-2019-105-SOV-14,14,Startup & Commissioning Support,9,356700,326100,20300,346400,97.1,True,10300
PRJ-2019-105,PRJ-2019-105-SOV-15,15,Closeout Documentation & Training,9,166200,151400,10800,162200,97.6,False,4000
PRJ-2019-106,PRJ-2019-106-SOV-01,1,General Conditions & Project Management,12,3257300,3257200,100,3257300,100.0,False,0
PRJ-2019-106,PRJ-2019-106-SOV-02,2,Submittals & Engineering,11,1529800,1529500,300,1529800,100.0,False,0
PRJ-2019-106,PRJ-2019-106-SOV-03,3,Ductwork - Fabrication,12,3997700,3871000,106200,3977200,99.5,True,20500
PRJ-2019-106,PRJ-2019-106-SOV-04,4,Ductwork - Installation,12,4721400,4570600,133100,4703700,99.6,True,17700
PRJ-2019-106,PRJ-2019-106-SOV-05,5,Piping - Hydronic Systems,12,5042800,4881300,149900,5031200,99.8,True,11600
PRJ-2019-106,PRJ-2019-106-SOV-06,6,Piping - Refrigerant,12,2869100,2777000,78200,2855200,99.5,True,13900
PRJ-2019-106,PRJ-2019-106-SOV-07,7,Equipment - RTUs/AHUs,12,6605200,6399900,194100,6594000,99.8,True,11200
PRJ-2019-106,PRJ-2019-106-SOV-08,8,Equipment - Chillers/Boilers,12,5916800,5731100,178000,5909100,99.9,True,7700
PRJ-2019-106,PRJ-2019-106-SOV-09,9,Equipment - Terminal Units (VAV/FCU),12,4680700,4537600,137100,4674700,99.9,True,6000
PRJ-2019-106,PRJ-2019-106-SOV-10,10,Controls - DDC/BAS Installation,12,3952000,3720800,121700,3842500,97.2,True,109500
PRJ-2019-106,PRJ-2019-106-SOV-11,11,Controls - Programming & Commissioning,12,2231900,2102400,67800,2170200,97.2,True,61700
PRJ-2019-106,PRJ-2019-106-SOV-12,12,Insulation,12,2190500,2062500,73700,2136200,97.5,True,54300
PRJ-2019-106,PRJ-2019-106-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",12,1407600,1318400,53100,1371500,97.4,True,36100
PRJ-2019-106,PRJ-2019-106-SOV-14,14,Startup & Commissioning Support,12,1195400,1119200,45000,1164200,97.4,True,31200
PRJ-2019-106,PRJ-2019-106-SOV-15,15,Closeout Documentation & Training,12,559800,524100,23000,547100,97.7,True,12700
PRJ-2019-107,PRJ-2019-107-SOV-01,1,General Conditions & Project Management,16,1345400,1345100,300,1345400,100.0,False,0
PRJ-2019-107,PRJ-2019-107-SOV-02,2,Submittals & Engineering,15,495700,495200,500,495700,100.0,False,0
PRJ-2019-107,PRJ-2019-107-SOV-03,3,Ductwork - Fabrication,21,1806600,1773800,27900,1801700,99.7,True,4900
PRJ-2019-107,PRJ-2019-107-SOV-04,4,Ductwork - Installation,21,1641800,1613700,24500,1638200,99.8,True,3600
PRJ-2019-107,PRJ-2019-107-SOV-05,5,Piping - Hydronic Systems,21,1791300,1760800,28200,1789000,99.9,True,2300
PRJ-2019-107,PRJ-2019-107-SOV-06,6,Piping - Refrigerant,21,845800,829800,14500,844300,99.8,True,1500
PRJ-2019-107,PRJ-2019-107-SOV-07,7,Equipment - RTUs/AHUs,21,1930800,1896900,29900,1926800,99.8,False,4000
PRJ-2019-107,PRJ-2019-107-SOV-08,8,Equipment - Chillers/Boilers,21,1814500,1782300,28700,1811000,99.8,False,3500
PRJ-2019-107,PRJ-2019-107-SOV-09,9,Equipment - Terminal Units (VAV/FCU),21,1415600,1389300,22600,1411900,99.7,True,3700
PRJ-2019-107,PRJ-2019-107-SOV-10,10,Controls - DDC/BAS Installation,21,1406100,1343500,30000,1373500,97.7,True,32600
PRJ-2019-107,PRJ-2019-107-SOV-11,11,Controls - Programming & Commissioning,21,604700,579000,11000,590000,97.6,True,14700
PRJ-2019-107,PRJ-2019-107-SOV-12,12,Insulation,21,902100,862700,17300,880000,97.6,True,22100
PRJ-2019-107,PRJ-2019-107-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",21,310700,296700,7500,304200,97.9,False,6500
PRJ-2019-107,PRJ-2019-107-SOV-14,14,Startup & Commissioning Support,21,415200,397000,9600,406600,97.9,True,8600
PRJ-2019-107,PRJ-2019-107-SOV-15,15,Closeout Documentation & Training,21,198700,189600,4900,194500,97.9,True,4200
PRJ-2019-108,PRJ-2019-108-SOV-01,1,General Conditions & Project Management,16,653600,653500,100,653600,100.0,False,0
PRJ-2019-108,PRJ-2019-108-SOV-02,2,Submittals & Engineering,17,407000,406900,100,407000,100.0,False,0
PRJ-2019-108,PRJ-2019-108-SOV-03,3,Ductwork - Fabrication,22,840600,825100,15000,840100,99.9,True,500
PRJ-2019-108,PRJ-2019-108-SOV-04,4,Ductwork - Installation,22,1193700,1172800,19000,1191800,99.8,True,1900
PRJ-2019-108,PRJ-2019-108-SOV-05,5,Piping - Hydronic Systems,22,1228900,1208800,17900,1226700,99.8,True,2200
PRJ-2019-108,PRJ-2019-108-SOV-06,6,Piping - Refrigerant,22,580400,570500,9400,579900,99.9,True,500
PRJ-2019-108,PRJ-2019-108-SOV-07,7,Equipment - RTUs/AHUs,22,1285100,1262600,21400,1284000,99.9,True,1100
PRJ-2019-108,PRJ-2019-108-SOV-08,8,Equipment - Chillers/Boilers,22,1142700,1121400,18600,1140000,99.8,True,2700
PRJ-2019-108,PRJ-2019-108-SOV-09,9,Equipment - Terminal Units (VAV/FCU),22,916400,900700,14800,915500,99.9,False,900
PRJ-2019-108,PRJ-2019-108-SOV-10,10,Controls - DDC/BAS Installation,22,914500,874500,17900,892400,97.6,True,22100
PRJ-2019-108,PRJ-2019-108-SOV-11,11,Controls - Programming & Commissioning,22,375500,359600,7100,366700,97.7,True,8800
PRJ-2019-108,PRJ-2019-108-SOV-12,12,Insulation,22,488100,467600,8100,475700,97.5,True,12400
PRJ-2019-108,PRJ-2019-108-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",22,314900,300900,6800,307700,97.7,True,7200
PRJ-2019-108,PRJ-2019-108-SOV-14,14,Startup & Commissioning Support,22,266900,255300,5900,261200,97.9,True,5700
PRJ-2019-108,PRJ-2019-108-SOV-15,15,Closeout Documentation & Training,22,204700,195400,4300,199700,97.6,True,5000
PRJ-2019-109,PRJ-2019-109-SOV-01,1,General Conditions & Project Management,13,1063500,1063200,300,1063500,100.0,False,0
PRJ-2019-109,PRJ-2019-109-SOV-02,2,Submittals & Engineering,12,318900,316500,2400,318900,100.0,False,0
PRJ-2019-109,PRJ-2019-109-SOV-03,3,Ductwork - Fabrication,17,1362100,1332500,24700,1357200,99.6,True,4900
PRJ-2019-109,PRJ-2019-109-SOV-04,4,Ductwork - Installation,17,1676400,1637700,32300,1670000,99.6,True,6400
PRJ-2019-109,PRJ-2019-109-SOV-05,5,Piping - Hydronic Systems,17,1165100,1139000,23000,1162000,99.7,True,3100
PRJ-2019-109,PRJ-2019-109-SOV-06,6,Piping - Refrigerant,17,553600,541700,10800,552500,99.8,False,1100
PRJ-2019-109,PRJ-2019-109-SOV-07,7,Equipment - RTUs/AHUs,17,2288600,2235800,50800,2286600,99.9,True,2000
PRJ-2019-109,PRJ-2019-109-SOV-08,8,Equipment - Chillers/Boilers,17,1494300,1459200,33800,1493000,99.9,True,1300
PRJ-2019-109,PRJ-2019-109-SOV-09,9,Equipment - Terminal Units (VAV/FCU),17,862800,842600,18400,861000,99.8,False,1800
PRJ-2019-109,PRJ-2019-109-SOV-10,10,Controls - DDC/BAS Installation,17,1273600,1213600,28900,1242500,97.6,True,31100
PRJ-2019-109,PRJ-2019-109-SOV-11,11,Controls - Programming & Commissioning,17,628100,598400,14800,613200,97.6,True,14900
PRJ-2019-109,PRJ-2019-109-SOV-12,12,Insulation,17,672100,638600,17500,656100,97.6,True,16000
PRJ-2019-109,PRJ-2019-109-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",17,276900,262000,8800,270800,97.8,False,6100
PRJ-2019-109,PRJ-2019-109-SOV-14,14,Startup & Commissioning Support,17,331800,315200,9300,324500,97.8,False,7300
PRJ-2019-109,PRJ-2019-109-SOV-15,15,Closeout Documentation & Training,17,135200,128100,3900,132000,97.6,True,3200
PRJ-2019-110,PRJ-2019-110-SOV-01,1,General Conditions & Project Management,10,247700,247600,100,247700,100.0,False,0
PRJ-2019-110,PRJ-2019-110-SOV-02,2,Submittals & Engineering,10,114100,114000,100,114100,100.0,False,0
PRJ-2019-110,PRJ-2019-110-SOV-03,3,Ductwork - Fabrication,12,393200,381100,10600,391700,99.6,True,1500
PRJ-2019-110,PRJ-2019-110-SOV-04,4,Ductwork - Installation,12,460300,446100,13700,459800,99.9,False,500
PRJ-2019-110,PRJ-2019-110-SOV-05,5,Piping - Hydronic Systems,12,305700,296100,8900,305000,99.8,True,700
PRJ-2019-110,PRJ-2019-110-SOV-06,6,Piping - Refrigerant,12,178000,172400,5200,177600,99.8,True,400
PRJ-2019-110,PRJ-2019-110-SOV-07,7,Equipment - RTUs/AHUs,12,546600,529700,16000,545700,99.8,True,900
PRJ-2019-110,PRJ-2019-110-SOV-08,8,Equipment - Chillers/Boilers,12,480600,465700,14200,479900,99.9,True,700
PRJ-2019-110,PRJ-2019-110-SOV-09,9,Equipment - Terminal Units (VAV/FCU),12,332600,321700,10500,332200,99.9,True,400
PRJ-2019-110,PRJ-2019-110-SOV-10,10,Controls - DDC/BAS Installation,12,327500,308600,10900,319500,97.6,True,8000
PRJ-2019-110,PRJ-2019-110-SOV-11,11,Controls - Programming & Commissioning,12,117800,111000,4000,115000,97.6,True,2800
PRJ-2019-110,PRJ-2019-110-SOV-12,12,Insulation,12,163900,154300,5300,159600,97.4,True,4300
PRJ-2019-110,PRJ-2019-110-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",12,78100,73200,3100,76300,97.7,False,1800
PRJ-2019-110,PRJ-2019-110-SOV-14,14,Startup & Commissioning Support,12,89800,84100,3600,87700,97.7,True,2100
PRJ-2019-110,PRJ-2019-110-SOV-15,15,Closeout Documentation & Training,12,36100,33800,1400,35200,97.5,False,900
PRJ-2019-111,PRJ-2019-111-SOV-01,1,General Conditions & Project Management,15,784300,784100,200,784300,100.0,False,0
PRJ-2019-111,PRJ-2019-111-SOV-02,2,Submittals & Engineering,14,227100,225300,1800,227100,100.0,False,0
PRJ-2019-111,PRJ-2019-111-SOV-03,3,Ductwork - Fabrication,20,858500,849200,8400,857600,99.9,False,900
PRJ-2019-111,PRJ-2019-111-SOV-04,4,Ductwork - Installation,20,1352200,1336000,14200,1350200,99.9,True,2000
PRJ-2019-111,PRJ-2019-111-SOV-05,5,Piping - Hydronic Systems,20,983400,974000,7900,981900,99.8,True,1500
PRJ-2019-111,PRJ-2019-111-SOV-06,6,Piping - Refrigerant,20,606200,598200,7400,605600,99.9,False,600
PRJ-2019-111,PRJ-2019-111-SOV-07,7,Equipment - RTUs/AHUs,20,1511700,1491700,18900,1510600,99.9,True,1100
PRJ-2019-111,PRJ-2019-111-SOV-08,8,Equipment - Chillers/Boilers,20,1196100,1185600,9200,1194800,99.9,False,1300
PRJ-2019-111,PRJ-2019-111-SOV-09,9,Equipment - Terminal Units (VAV/FCU),20,655300,647900,6500,654400,99.9,True,900
PRJ-2019-111,PRJ-2019-111-SOV-10,10,Controls - DDC/BAS Installation,20,910700,878800,9600,888400,97.6,True,22300
PRJ-2019-111,PRJ-2019-111-SOV-11,11,Controls - Programming & Commissioning,20,504800,485900,7100,493000,97.7,True,11800
PRJ-2019-111,PRJ-2019-111-SOV-12,12,Insulation,20,456500,440800,4700,445500,97.6,False,11000
PRJ-2019-111,PRJ-2019-111-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",20,241000,230800,4700,235500,97.7,True,5500
PRJ-2019-111,PRJ-2019-111-SOV-14,14,Startup & Commissioning Support,20,224800,217500,2600,220100,97.9,False,4700
PRJ-2019-111,PRJ-2019-111-SOV-15,15,Closeout Documentation & Training,20,208400,201100,2600,203700,97.7,True,4700
PRJ-2019-112,PRJ-2019-112-SOV-01,1,General Conditions & Project Management,11,670800,670600,200,670800,100.0,False,0
PRJ-2019-112,PRJ-2019-112-SOV-02,2,Submittals & Engineering,10,296800,294800,2000,296800,100.0,False,0
PRJ-2019-112,PRJ-2019-112-SOV-03,3,Ductwork - Fabrication,13,1038900,1009600,24900,1034500,99.6,True,4400
PRJ-2019-112,PRJ-2019-112-SOV-04,4,Ductwork - Installation,13,1064400,1037300,25600,1062900,99.9,True,1500
PRJ-2019-112,PRJ-2019-112-SOV-05,5,Piping - Hydronic Systems,13,970700,952900,17000,969900,99.9,True,800
PRJ-2019-112,PRJ-2019-112-SOV-06,6,Piping - Refrigerant,13,630200,617400,11900,629300,99.9,True,900
PRJ-2019-112,PRJ-2019-112-SOV-07,7,Equipment - RTUs/AHUs,13,1168900,1141100,25000,1166100,99.8,True,2800
PRJ-2019-112,PRJ-2019-112-SOV-08,8,Equipment - Chillers/Boilers,13,924000,898100,22000,920100,99.6,True,3900
PRJ-2019-112,PRJ-2019-112-SOV-09,9,Equipment - Terminal Units (VAV/FCU),13,841400,824300,14300,838600,99.7,True,2800
PRJ-2019-112,PRJ-2019-112-SOV-10,10,Controls - DDC/BAS Installation,13,919000,871300,23300,894600,97.3,True,24400
PRJ-2019-112,PRJ-2019-112-SOV-11,11,Controls - Programming & Commissioning,13,380100,360000,10100,370100,97.4,True,10000
PRJ-2019-112,PRJ-2019-112-SOV-12,12,Insulation,13,543600,515100,14800,529900,97.5,True,13700
PRJ-2019-112,PRJ-2019-112-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",13,235800,224300,6400,230700,97.8,True,5100
PRJ-2019-112,PRJ-2019-112-SOV-14,14,Startup & Commissioning Support,13,225100,214800,5000,219800,97.6,True,5300
PRJ-2019-112,PRJ-2019-112-SOV-15,15,Closeout Documentation & Training,13,120300,113300,4300,117600,97.8,True,2700
PRJ-2019-113,PRJ-2019-113-SOV-01,1,General Conditions & Project Management,19,287100,286900,200,287100,100.0,False,0
PRJ-2019-113,PRJ-2019-113-SOV-02,2,Submittals & Engineering,18,92400,91300,1100,92400,100.0,False,0
PRJ-2019-113,PRJ-2019-113-SOV-03,3,Ductwork - Fabrication,27,281600,279300,1900,281200,99.9,True,400
PRJ-2019-113,PRJ-2019-113-SOV-04,4,Ductwork - Installation,27,324900,322900,1700,324600,99.9,False,300
PRJ-2019-113,PRJ-2019-113-SOV-05,5,Piping - Hydronic Systems,27,259200,257200,1800,259000,99.9,True,200
PRJ-2019-113,PRJ-2019-113-SOV-06,6,Piping - Refrigerant,27,154900,153400,1400,154800,99.9,True,100
PRJ-2019-113,PRJ-2019-113-SOV-07,7,Equipment - RTUs/AHUs,27,512000,507000,4300,511300,99.9,True,700
PRJ-2019-113,PRJ-2019-113-SOV-08,8,Equipment - Chillers/Boilers,27,309200,307400,1500,308900,99.9,False,300
PRJ-2019-113,PRJ-2019-113-SOV-09,9,Equipment - Terminal Units (VAV/FCU),27,311300,308900,2000,310900,99.9,True,400
PRJ-2019-113,PRJ-2019-113-SOV-10,10,Controls - DDC/BAS Installation,27,265400,256600,2400,259000,97.6,True,6400
PRJ-2019-113,PRJ-2019-113-SOV-11,11,Controls - Programming & Commissioning,27,149100,144900,700,145600,97.7,True,3500
PRJ-2019-113,PRJ-2019-113-SOV-12,12,Insulation,27,171800,166200,1600,167800,97.7,True,4000
PRJ-2019-113,PRJ-2019-113-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",27,96100,93500,600,94100,97.9,True,2000
PRJ-2019-113,PRJ-2019-113-SOV-14,14,Startup & Commissioning Support,27,66900,64700,800,65500,97.9,False,1400
PRJ-2019-113,PRJ-2019-113-SOV-15,15,Closeout Documentation & Training,27,37100,35900,400,36300,97.8,True,800
PRJ-2019-114,PRJ-2019-114-SOV-01,1,General Conditions & Project Management,15,1452500,1452400,100,1452500,100.0,False,0
PRJ-2019-114,PRJ-2019-114-SOV-02,2,Submittals & Engineering,14,398000,397300,700,398000,100.0,False,0
PRJ-2019-114,PRJ-2019-114-SOV-03,3,Ductwork - Fabrication,19,2147800,2108600,34800,2143400,99.8,False,4400
PRJ-2019-114,PRJ-2019-114-SOV-04,4,Ductwork - Installation,19,2638200,2588400,44900,2633300,99.8,True,4900
PRJ-2019-114,PRJ-2019-114-SOV-05,5,Piping - Hydronic Systems,19,2286800,2243100,38500,2281600,99.8,True,5200
PRJ-2019-114,PRJ-2019-114-SOV-06,6,Piping - Refrigerant,19,1098800,1077800,19200,1097000,99.8,True,1800
PRJ-2019-114,PRJ-2019-114-SOV-07,7,Equipment - RTUs/AHUs,19,3100400,3041300,57100,3098400,99.9,True,2000
PRJ-2019-114,PRJ-2019-114-SOV-08,8,Equipment - Chillers/Boilers,19,2545300,2500200,42500,2542700,99.9,False,2600
PRJ-2019-114,PRJ-2019-114-SOV-09,9,Equipment - Terminal Units (VAV/FCU),19,1569200,1539000,25100,1564100,99.7,True,5100
PRJ-2019-114,PRJ-2019-114-SOV-10,10,Controls - DDC/BAS Installation,19,1878600,1795300,37200,1832500,97.5,True,46100
PRJ-2019-114,PRJ-2019-114-SOV-11,11,Controls - Programming & Commissioning,19,725100,692800,14900,707700,97.6,False,17400
PRJ-2019-114,PRJ-2019-114-SOV-12,12,Insulation,19,844000,806900,16600,823500,97.6,True,20500
PRJ-2019-114,PRJ-2019-114-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",19,412700,393500,9400,402900,97.6,True,9800
PRJ-2019-114,PRJ-2019-114-SOV-14,14,Startup & Commissioning Support,19,564600,538400,12500,550900,97.6,True,13700
PRJ-2019-114,PRJ-2019-114-SOV-15,15,Closeout Documentation & Training,19,272000,259300,6600,265900,97.8,True,6100
PRJ-2019-115,PRJ-2019-115-SOV-01,1,General Conditions & Project Management,12,1886100,1881300,4800,1886100,100.0,False,0
PRJ-2019-115,PRJ-2019-115-SOV-02,2,Submittals & Engineering,12,885600,884900,700,885600,100.0,False,0
PRJ-2019-115,PRJ-2019-115-SOV-03,3,Ductwork - Fabrication,16,2309900,2252600,53500,2306100,99.8,True,3800
PRJ-2019-115,PRJ-2019-115-SOV-04,4,Ductwork - Installation,16,2922100,2856000,56200,2912200,99.7,True,9900
PRJ-2019-115,PRJ-2019-115-SOV-05,5,Piping - Hydronic Systems,16,2792500,2729300,53700,2783000,99.7,True,9500
PRJ-2019-115,PRJ-2019-115-SOV-06,6,Piping - Refrigerant,16,1113700,1087300,23700,1111000,99.8,True,2700
PRJ-2019-115,PRJ-2019-115-SOV-07,7,Equipment - RTUs/AHUs,16,4365100,4264500,89700,4354200,99.8,True,10900
PRJ-2019-115,PRJ-2019-115-SOV-08,8,Equipment - Chillers/Boilers,16,1969100,1922800,42300,1965100,99.8,False,4000
PRJ-2019-115,PRJ-2019-115-SOV-09,9,Equipment - Terminal Units (VAV/FCU),16,1709900,1668700,34400,1703100,99.6,False,6800
PRJ-2019-115,PRJ-2019-115-SOV-10,10,Controls - DDC/BAS Installation,16,2041100,1940000,47200,1987200,97.4,True,53900
PRJ-2019-115,PRJ-2019-115-SOV-11,11,Controls - Programming & Commissioning,16,988300,939700,23900,963600,97.5,False,24700
PRJ-2019-115,PRJ-2019-115-SOV-12,12,Insulation,16,1341600,1273400,35500,1308900,97.6,True,32700
PRJ-2019-115,PRJ-2019-115-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",16,596900,566000,17300,583300,97.7,True,13600
PRJ-2019-115,PRJ-2019-115-SOV-14,14,Startup & Commissioning Support,16,611600,580000,16900,596900,97.6,False,14700
PRJ-2019-115,PRJ-2019-115-SOV-15,15,Closeout Documentation & Training,16,330500,313200,9200,322400,97.5,True,8100
PRJ-2019-116,PRJ-2019-116-SOV-01,1,General Conditions & Project Management,10,2451900,2451600,300,2451900,100.0,False,0
PRJ-2019-116,PRJ-2019-116-SOV-02,2,Submittals & Engineering,11,1188400,1188300,100,1188400,100.0,False,0
